"source";"translation";"type";"module";"status";"customer"
"First click - referer";"First Click - Referer";"S";"";"T";"N"
"First click - IP";"First Click - IP";"S";"";"T";"N"
"First click - data1";"First Click - Data 1";"S";"";"T";"N"
"First click - data2";"First Click - Data 2";"S";"";"T";"N"
"Last click - time";"Last Click - Time";"S";"";"T";"N"
"Last click - referer";"Last Click - Referer";"S";"";"T";"N"
"Last click - IP";"Last Click - IP";"S";"";"T";"N"
"Last click - data1";"Last Click - Data 1";"S";"";"T";"N"
"Last click - data2";"Last Click - Data 2";"S";"";"T";"N"
"Transaction data1";"Transaction data1";"S";"";"T";"N"
"Transaction data2";"Transaction data2";"S";"";"T";"N"
"Transaction data3";"Transaction data3";"S";"";"T";"N"
"Transaction data4";"Transaction data4";"S";"";"T";"N"
"Transaction data5";"Transaction data5";"S";"";"T";"N"
"Note to merchant";"Note to merchant";"S";"";"T";"N"
"Original currency";"Original Currency";"S";"";"T";"N"
"Banner does not exist";"Banner does not exist";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"Server error: Unknown type given for BannerForm._save()";"S";"";"T";"N"
"Banner was saved";"Banner was saved";"S";"";"T";"N"
"Clicks";"Clicks";"B";"";"T";"N"
"CTR";"CTR";"S";"";"T";"N"
"Order";"Order";"B";"";"T";"N"
"BannersImportExportDescription";"Banners definitios – note that this imports/exports only the definitions, not the physical images or files";"B";"";"T";"N"
"Campaign does not exist";"Campaign does not exist";"S";"";"T";"N"
"Campaign capping saved";"Campaign capping saved";"S";"";"T";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"Number of transactions in 'Active until' campaign validity has to be set";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"There are missing From and To dates for 'Active in date range' campaign validity";"S";"";"T";"N"
"Commission successfully computed";"Commission successfully computed";"S";"";"T";"N"
"User is not valid!";"User is not valid!";"S";"";"T";"N"
"Campaign is not valid!";"Campaign is not valid!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"Transaction type is not valid or doesn't exist in this campaign!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"Cannot recognize commission group for this user in campaign!";"S";"";"T";"N"
"Error getting commission settings!";"Error getting commission settings!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"Error, for percentage commissions you have to define Total cost!";"S";"";"T";"N"
"You cannot delete default campaign";"You cannot delete default campaign";"S";"";"T";"N"
"Default";"Default";"B";"";"T";"N"
"per sale / lead";"Per Sale / Lead ";"B";"";"T";"N"
"CampaignsImportExportDescription";"Campaigns and their commission amount settings";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: campaignId is empty";"S";"";"T";"N"
"Campaign ID cannot be empty!";"Campaign ID cannot be empty!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (Id) cannot be empty!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"CommissionGroupId cannot be empty!";"S";"";"T";"N"
"Commission type does not exist";"Commission type does not exist";"S";"";"T";"N"
"Commissions saved successfully";"Commissions saved successfully";"S";"";"T";"N"
"Field 'type' does not exist";"Field 'type' does not exist";"S";"";"T";"N"
"Failed to change status";"Failed to change status";"S";"";"T";"N"
"Status successfully changed";"Status successfully changed";"S";"";"T";"N"
"CommissionsImportExportDescription";"Commissions (transactions, orders) registered by the system";"B";"";"T";"N"
"Affiliate screen";"Affiliate screen";"S";"";"T";"N"
"Affiliate panel menu saved";"Affiliate panel menu saved";"S";"";"T";"N"
"Error changing default theme";"Error changing default theme";"S";"";"T";"N"
"Default theme changed";"Default theme changed";"S";"";"T";"N"
"Program name and logo saved";"Program name and logo saved";"S";"";"T";"N"
"Affiliate signup settings saved";"Affiliate signup settings saved";"S";"";"T";"N"
"Banner format successfully saved";"Banner format successfully saved";"S";"";"T";"N"
"Cookies settings saved";"Cookies settings saved";"S";"";"T";"N"
"Symbol";"Symbol";"B";"";"T";"N"
"Precision";"Precision";"B";"";"T";"N"
"Where to display";"Where to display";"B";"";"T";"N"
"Exchange rate";"Exchange rate";"S";"";"T";"N"
"Currency";"Currency";"B";"";"T";"N"
"Fraud protections saved";"Fraud protections saved";"S";"";"T";"N"
"Logging saved";"Logging saved";"S";"";"T";"N"
"Parameter names saved";"Parameter names saved";"S";"";"T";"N"
"Tracking saved";"Tracking saved";"S";"";"T";"N"
"Affiliates successfully paid";"Affiliates successfully paid";"S";"";"T";"N"
"Email";"Email";"B";"";"T";"N"
"VAT";"VAT";"S";"";"T";"N"
"To pay";"To pay";"S";"";"T";"N"
"Declined";"Declined";"B";"";"T";"N"
"Minimum payout";"Minimum payout";"S";"";"T";"N"
"Payout data";"Payout data";"B";"";"T";"N"
"N/A";"N/A";"S";"";"T";"N"
"New payout option";"New payout option";"S";"";"T";"N"
"New payout option %s";"New payout option %s";"S";"";"T";"N"
"Payout option";"Payout option";"B";"";"T";"N"
"Payout history";"Payout History";"B";"";"T";"N"
"Date paid";"Date paid";"S";"";"T";"N"
"Payees";"payees";"S";"";"T";"N"
"Total amount";"Total amount";"S";"";"T";"N"
"Affiliate note";"Affiliate note";"B";"";"T";"N"
"Date";"Date";"B";"";"T";"N"
"Data 1";"Data 1";"B";"";"T";"N"
"Data 2";"Data 2";"B";"";"T";"N"
"Clicks unique";"Clicks Unique";"S";"";"T";"N"
"Impressions unique";"Impressions Unique";"S";"";"T";"N"
"Table name";"Table name";"S";"";"T";"N"
"Records";"Records";"S";"";"T";"N"
"Total size";"Total size";"S";"";"T";"N"
"Data size";"Data size";"S";"";"T";"N"
"Index size";"Index size";"S";"";"T";"N"
"Transaction";"Transaction";"B";"";"T";"N"
"Payout status";"Payout status";"B";"";"T";"N"
"Data 3";"Data 3";"B";"";"T";"N"
"Data 4";"Data 4";"B";"";"T";"N"
"Data 5";"Data 5";"B";"";"T";"N"
"Tracked by";"Tracked by";"B";"";"T";"N"
"Time";"Time";"B";"";"T";"N"
"Click data 1";"Click data 1";"B";"";"T";"N"
"Click data 2";"Click data 2";"B";"";"T";"N"
"unpaid";"Unpaid";"B";"";"T";"N"
"Username must be valid email address";"Username must be valid email address";"S";"";"T";"N"
"You have to agree with terms & conditions";"You have to agree to the terms & conditions";"B";"";"T";"N"
"is mandatory";"is mandatory";"B";"";"T";"N"
"Payout settings saved";"Payout settings saved";"S";"";"T";"N"
"Affiliate details";"Affiliate details";"B";"";"T";"N"
"Date joined";"Date joined";"B";"";"T";"N"
"Date approved";"Date approved";"B";"";"T";"N"
"Parent";"Parent";"S";"";"T";"N"
"Firstname";"Firstname";"B";"";"T";"N"
"Lastname";"Lastname";"B";"";"T";"N"
"Parent ID";"Parent ID";"S";"";"T";"N"
"Parent username";"Parent username";"S";"";"T";"N"
"Parent first name";"Parent first name";"S";"";"T";"N"
"Parent last name";"Parent last name";"S";"";"T";"N"
"AffiliatesImportExportDescription";"Affiliates data – you can use it to load new affiliates to the system";"B";"";"T";"N"
"Status successfully set to selected url(s)";"Status successfully set to selected url(s)";"S";"";"T";"N"
"Failed to set status selected url(s)";"Failed to set status selected url(s)";"S";"";"T";"N"
"Commission group";"Commission group";"B";"";"T";"N"
"Selected commission group(s) are changed";"Selected commission group(s) are changed";"S";"";"T";"N"
"Changes saved";"Changes saved";"S";"";"T";"N"
"Application Name";"Post Affiliate Pro";"S";"";"T";"N"
"New password URL";"New password URL";"S";"";"T";"N"
"Request valid until";"Request valid until";"S";"";"T";"N"
"Request new password";"Request New Password";"B";"";"T";"N"
"Wrong username/password";"Wrong Username(E-mail) and/or Password";"S";"";"T";"N"
"Select account";"Select account";"B";"";"T";"N"
"Authentication failed";"Authentication failed";"S";"";"T";"N"
"User authenticated. Logging in.";"User authenticated. Logging in.";"S";"";"T";"N"
"You entered invalid username";"You entered an invalid username(e-mail)";"S";"";"T";"N"
"Within a few minutes you will receive instructions on how to reset your password.";"Within a few minutes you will receive instructions on how to reset your password.";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"Your password was changed. Go back to login dialog and login.";"S";"";"T";"N"
"Logout error";"Logout error";"S";"";"T";"N"
"Logout successful";"Logout successful";"S";"";"T";"N"
"Invalid password request. You have to request again new password before trying to set password.";"Invalid password request. You have to request again new password before trying to set password.";"S";"";"T";"N"
"User account not approved yet";"User account not approved yet";"S";"";"T";"N"
"Unsupported";"Unsupported";"S";"";"T";"N"
"Import file is not defined";"Import file is not defined";"S";"";"T";"N"
"Export data";"Export data";"B";"";"T";"N"
"Data was successfully exported to file %s";"Data was successfully exported to file %s";"S";"";"T";"N"
"File name";"File name";"B";"";"T";"N"
"Modules";"Modules";"S";"";"T";"N"
"Size";"Size";"S";"";"T";"N"
"Could not create account. (%s)";"Could not create account. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Directory %s is not writable by web server user. Please remove it or set write permissions.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"Failed to delete %s filter(s)";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s filter(s) successfully deleted";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Failed to load default mail account. Please check your mail account settings.";"S";"";"T";"N"
"View name must be unique";"View name must be unique";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"Maximum length of %s in %s is %s";"S";"";"T";"N"
"Relation constraint";"Relation constraint";"S";"";"T";"N"
"must be unique";"must be unique";"S";"";"T";"N"
"Error changing theme";"Error changing theme";"S";"";"T";"N"
"Theme changed";"Theme changed";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"Failed to delete %s wallpaper(s)";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s wallpaper(s) successfully deleted";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"Failed to save wallpaper with error %s";"S";"";"T";"N"
"Wallpaper saved.";"Wallpaper saved.";"S";"";"T";"N"
"Side bar saved";"Side bar saved";"S";"";"T";"N"
"Windows saved";"Windows saved";"S";"";"T";"N"
"Quick Launch saved";"Quick Launch saved";"S";"";"T";"N"
"File does not exist";"File does not exist";"S";"";"T";"N"
"File was successfully uploaded";"File was successfully uploaded";"S";"";"T";"N"
"Unsupported gadget";"Unsupported gadget";"S";"";"T";"N"
"Gadget";"Gadget";"B";"";"T";"N"
"Gadget added";"Gadget added";"S";"";"T";"N"
"Failed to close gadget";"Failed to close gadget";"S";"";"T";"N"
"Gadget successfully closed";"Gadget successfully closed";"S";"";"T";"N"
"Docking";"Docking";"S";"";"T";"N"
"Gadgets saved";"Gadgets saved";"S";"";"T";"N"
"Create Account";"Create Account";"B";"";"T";"N"
"Create Database";"Create Database";"B";"";"T";"N"
"Could not create database. %s";"Could not create database. %s";"S";"";"T";"N"
"doesnt exist's";"doesnt exist's";"S";"";"T";"N"
"Internal error";"Internal Error";"B";"";"T";"N"
"Error during database creation.";"Error during database creation.";"S";"";"T";"N"
"OK";"OK";"B";"";"T";"N"
"Failed to read headers of CSF file %s";"Failed to read headers of CSF file %s";"S";"";"T";"N"
"Could not change permissions %s";"Could not change permissions %s";"S";"";"T";"N"
"Could not open file";"Could not open file";"S";"";"T";"N"
"Could not read file";"Could not read file";"S";"";"T";"N"
"Rewind unsupported in this file stream";"Rewind unsupported in this file stream";"S";"";"T";"N"
"File %s does not exist.";"File %s does not exist.";"S";"";"T";"N"
"Failed to read file %s";"Failed to read file %s";"S";"";"T";"N"
"Could not create directory %s";"Could not create directory %s";"S";"";"T";"N"
"Level";"Level";"S";"";"T";"N"
"Message";"Message";"B";"";"T";"N"
"File";"File";"S";"";"T";"N"
"Line";"Line";"B";"";"T";"N"
