"source";"translation";"type";"module";"status";"customer"
"Tracked by";"Izsekojis";"B";"";"T";"N"
"Time";"Laiks";"B";"";"T";"N"
"Click data 1";"Klikšķa dati 1";"B";"";"T";"Y"
"Click data 2";"Klikšķa dati 2";"B";"";"T";"Y"
"unpaid";"Neapmaksāts";"B";"";"T";"Y"
"Username must be valid email address";"Lietotāja vārdam jābūt derīgai e-pasta adresei";"S";"";"T";"N"
"You have to agree with terms & conditions";"Jums ir jāpiekrīt noteikumiem";"B";"";"T";"Y"
"is mandatory";"ir obligāts";"B";"";"T";"Y"
"Payout settings saved";"Izmaksu uzstādījumi saglabāti";"S";"";"T";"N"
"Affiliate details";"Partnera detaļas";"B";"";"T";"Y"
"Parent";"Vecāks";"S";"";"T";"N"
"Firstname";"Vārds";"B";"";"T";"Y"
"Lastname";"Uzvārds";"B";"";"T";"Y"
"Parent ID";"Vecāka ID";"S";"";"T";"N"
"Parent username";"Vecāka lietotājvārds";"S";"";"T";"N"
"Parent first name";"Sponsora vārds";"S";"";"T";"N"
"Parent last name";"Vecāka uzvārds";"S";"";"T";"N"
"Status successfully set to selected url(s)";"Izvēlētais url statuss veiksmīgi iestatīts";"S";"";"T";"N"
"Failed to set status selected url(s)";"Izvēlēto url statusu iestatīt neizdevās";"S";"";"T";"N"
"Commission group";"Komisiju grupa";"B";"";"T";"Y"
"Selected commission group(s) are changed";"Izvēlētā(s) komisiju grupa(s) ir izmainīta(s)";"S";"";"T";"N"
"Changes saved";"Izmaiņas saglabātas";"S";"";"T";"N"
"Application Name";"Post Affiliate Pro ";"S";"";"T";"N"
"New password URL";"Jauns paroles URL";"S";"";"T";"N"
"Request valid until";"Pieprasījums derīgs līdz";"S";"";"T";"N"
"Request new password";"Jaunas paroles pieprasīšana";"B";"";"T";"Y"
"Wrong username/password";"Nepareizs lietotājvārds/parole";"S";"";"T";"N"
"Select account";"Izvēlieties kontu";"B";"";"T";"Y"
"Authentication failed";"Autorizācija neizdevās";"S";"";"T";"N"
"User authenticated. Logging in.";"Lietotājs autorizēts. Pieslēdzos.";"S";"";"T";"N"
"You entered invalid username";"Jūs ievadījāt nepareizu lietotājvārdu";"S";"";"T";"N"
"Your password was changed. Go back to login dialog and login.";"Jūsu parole ir nomainīta. Dodieties atpakaļ uz pieslēgšanās dialogu un pieslēdzieties.";"S";"";"T";"N"
"Logout error";"Atslēgšanās kļūda";"S";"";"T";"N"
"Logout successful";"Atslēgšanās no sistēmas veiksmīgi notikusi";"S";"";"T";"N"
"User account not approved yet";"Lietotāja konts vēl nav apstiprināts";"S";"";"T";"N"
"Unsupported";"Neatbalstīts";"S";"";"T";"N"
"Import file is not defined";"Importējamais fails nav definēts";"S";"";"T";"N"
"Export data";"Eksportēt datus";"B";"";"T";"Y"
"Data was successfully exported to file %s";"Dati veiksmīgi eksportēti failā %s";"S";"";"T";"N"
"File name";"Faila nosaukums";"B";"";"T";"N"
"Modules";"Moduļi";"S";"";"T";"N"
"Size";"Izmērs";"S";"";"T";"N"
"Could not create account. (%s)";"Neizdevās izveidot kontu. (%s)";"S";"";"T";"N"
"Directory %s is not writable by web server user. Please remove it or set write permissions.";"Direktorija %s nav pieejama tīkla servera lietotāja ierakstiem. Lūdzu aizvāciet to vai iestādiet rakstīšanas atļaujas.";"S";"";"T";"N"
"Failed to delete %s filter(s)";"Neizdevās izdzēst %s filtru(s)";"S";"";"T";"N"
"%s filter(s) successfully deleted";"%s filtrs(i) veiksmīgi izdzēsti";"S";"";"T";"N"
"Failed to load default mail account. Please check your mail account settings.";"Neizdevās ielādēt noklusējuma e-pasta kontu. Lūdzu pārbaudiet sava e-pasta konta uzstādījumus.";"S";"";"T";"N"
"View name must be unique";"Apskates vārdam jābūt unikālam";"S";"";"T";"N"
"Maximum length of %s in %s is %s";"Maksimālais %s garums %s ir %s";"S";"";"T";"N"
"Relation constraint";"Attiecas ierobežojums";"S";"";"T";"N"
"must be unique";"jābūt unikālam";"S";"";"T";"N"
"Error changing theme";"Kļūda tēmas nomaiņā";"S";"";"T";"N"
"Theme changed";"Tēma nomainīta";"S";"";"T";"N"
"Failed to delete %s wallpaper(s)";"Neizdevās dzēst %s tapeti(es)";"S";"";"T";"N"
"%s wallpaper(s) successfully deleted";"%s tapete(s) veiksmīgi dzēstas";"S";"";"T";"N"
"Failed to save wallpaper with error %s";"Neizdevās saglabāt tapeti. Kļūda %s";"S";"";"T";"N"
"Wallpaper saved.";"Tapete saglabāta.";"S";"";"T";"N"
"Side bar saved";"Malējais bārs saglabāts";"S";"";"T";"N"
"Windows saved";"Logi saglabāti";"S";"";"T";"N"
"Quick Launch saved";"Ātrā Palaišana saglabāta";"S";"";"T";"N"
"File does not exist";"Fails neeksistē";"S";"";"T";"N"
