"source";"translation";"type";"module";"status";"customer"
"Symbol";"symbol";"B";"";"T";"N"
"Precision";"Přesnost";"B";"";"T";"N"
"Where to display";"Kde zobrazit";"B";"";"T";"N"
"Exchange rate";"Kurz";"S";"";"T";"N"
"Currency";"Měna";"B";"";"T";"N"
"Fraud protections saved";"Ochrana proti podvodu uložena";"S";"";"T";"N"
"Logging saved";"Logování uloženo";"S";"";"T";"N"
"Parameter names saved";"Názvy parametrů uloženy";"S";"";"T";"N"
"Tracking saved";"Sledování uloženo";"S";"";"T";"N"
"Affiliates successfully paid";"Partneři úspěšně vyplaceni";"S";"";"T";"N"
"Email";"E-mail";"B";"";"T";"N"
"VAT";"VAT (DIČ)";"S";"";"T";"N"
"To pay";"K vyplacení";"S";"";"T";"N"
"Declined";"Zamítnuto";"B";"";"T";"N"
"Minimum payout";"Minimální výplata";"S";"";"T";"N"
"Payout data";"Datum výplaty";"B";"";"T";"N"
"N/A";"N/A";"S";"";"N";"N"
"New payout option";"Nové nastavení plateb";"S";"";"T";"N"
"New payout option %s";"Nové nastavení plateb %s";"S";"";"T";"N"
"Payout option";"Nastavení plateb";"B";"";"T";"N"
"Payout history";"Historie plateb";"B";"";"T";"N"
"Date paid";"Datum výplaty";"S";"";"T";"N"
"Payees";"platby";"S";"";"T";"N"
"Total amount";"Celková suma";"S";"";"T";"N"
"Affiliate note";"Poznámka parnera";"B";"";"T";"N"
"Date";"Datum";"B";"";"T";"N"
"Data 1";"Data 1";"B";"";"N";"N"
"Data 2";"Data 2";"B";"";"N";"N"
"Clicks unique";"Unikátní kliknutí";"S";"";"T";"N"
"Impressions unique";"Unikátní zobrazení";"S";"";"T";"N"
"Table name";"Název tabulky";"S";"";"T";"N"
"Records";"Rekordy";"S";"";"T";"N"
"Total size";"Celková velikost";"S";"";"T";"N"
"Data size";"Velikost dat";"S";"";"T";"N"
"Index size";"Velikost indexu";"S";"";"T";"N"
"Transaction";"Transakce";"B";"";"T";"N"
"Payout status";"Status plateb";"B";"";"T";"N"
"Data 3";"Data 3";"B";"";"N";"N"
"Data 4";"Data 4";"B";"";"N";"N"
"Data 5";"Data 5";"B";"";"N";"N"
"Tracked by";"Sledováno";"B";"";"T";"N"
"Time";"Čas";"B";"";"T";"N"
"Click data 1";"Klik data 1";"B";"";"T";"N"
