"source";"translation";"type";"module";"status";"customer"
"Last click - data2";"Last Click - Data 2";"S";"";"N";"N"
"Transaction data1";"Transaction data1";"S";"";"N";"N"
"Transaction data2";"Transaction data2";"S";"";"N";"N"
"Transaction data3";"Transaction data3";"S";"";"N";"N"
"Transaction data4";"Transaction data4";"S";"";"N";"N"
"Transaction data5";"Transaction data5";"S";"";"N";"N"
"Note to merchant";"Lưu ý cho merchant";"S";"";"T";"N"
"Original currency";"Tiền tệ gốc";"S";"";"T";"N"
"Banner does not exist";"Banner không không tồn tại";"S";"";"T";"N"
"Server error: Unknown type given for BannerForm._save()";"Server báo lỗi: Không biết loại cho BannerForm._save ()";"S";"";"T";"N"
"Banner was saved";"Bảng quảng cáo đã được lưu";"S";"";"T";"N"
"Clicks";"Nhấp chuột";"B";"";"T";"N"
"CTR";"CTR";"S";"";"N";"N"
"Order";"Thứ tự";"B";"";"T";"N"
"BannersImportExportDescription";"Mô tả banner - lưu ý rằng việc nhập/xuất này chỉ là mô tả, không phải là tập tin hay hình ảnh vật lý";"B";"";"T";"N"
"Campaign does not exist";"Chiến dịch này không tồn tại";"S";"";"T";"N"
"Campaign capping saved";"Campaign capping saved";"S";"";"N";"N"
"Number of transactions in 'Active until' campaign validity has to be set";"Số lượng giao dịch trong quy tắc 'Hiệu lực đến khi' của chiến dịch phải được thiết lập";"S";"";"T";"N"
"There are missing From and To dates for 'Active in date range' campaign validity";"Thiếu giá trị Từ ngày và Đến ngày cho 'Khoảng thời gian có hiệu lực"" trong nội dung chiến dịch";"S";"";"T";"N"
"Commission successfully computed";"Hoa hồng đã được tính thành công";"S";"";"T";"N"
"User is not valid!";"Người dùng không hợp lệ!";"S";"";"T";"N"
"Campaign is not valid!";"Chiến dịch không hợp lệ!";"S";"";"T";"N"
"Transaction type is not valid or doesn't exist in this campaign!";"Loại giao dịch không hợp lệ hoặc không tồn tại trong chiến dịch này!";"S";"";"T";"N"
"Cannot recognize commission group for this user in campaign!";"Không thể nhận ra nhóm hoa hồng cho người sử dụng này trong chiến dịch!";"S";"";"T";"N"
"Error getting commission settings!";"Lỗi trong việc lấy cài đặt hoa hồng!";"S";"";"T";"N"
"Error, for percentage commissions you have to define Total cost!";"Lỗi, để tính phần trăm hoa hồng bạn phải xác định tổng giá trị!";"S";"";"T";"N"
"You cannot delete default campaign";"Bạn không thể xoá chiến dịch mặc định";"S";"";"T";"N"
"Default";"Mặc định";"B";"";"T";"N"
"per sale / lead";"Per Sale / Lead ";"B";"";"N";"N"
"CampaignsImportExportDescription";"Chiến dịch và các thiết lập hoa hồng";"B";"";"T";"N"
"loadCommissionGroups: campaignId is empty";"loadCommissionGroups: campaignId trống";"S";"";"T";"N"
"Campaign ID cannot be empty!";"ID chiến dịch không thể để trống!";"S";"";"T";"N"
"CommissionTypeId (Id) cannot be empty!";"CommissionTypeId (ID) không thể để trống!";"S";"";"T";"N"
"CommissionGroupId cannot be empty!";"CommissionGroupId không thể để trống!";"S";"";"T";"N"
"Commission type does not exist";"Loại hoa hồng không tồn tại";"S";"";"T";"N"
"Commissions saved successfully";"Hoa hồng đã lưu thành công";"S";"";"T";"N"
"Field 'type' does not exist";"Trường 'type' không tồn tại";"S";"";"T";"N"
"Failed to change status";"Không thể thay đổi trạng thái";"S";"";"T";"N"
"Status successfully changed";"Trạng thái thay đổi thành công";"S";"";"T";"N"
"CommissionsImportExportDescription";"Hoa hồng (giao dịch, đơn hàng) đăng ký bởi hệ thống";"B";"";"T";"N"
"Affiliate screen";"Màn hình Affiliate";"S";"";"T";"N"
"Affiliate panel menu saved";"Menu bảng điều khiển của Affiliate đã lưu";"S";"";"T";"N"
"Error changing default theme";"Lỗi khi thi đổi theme mặc định";"S";"";"T";"N"
"Default theme changed";"Theme mặc định đã thay đổi";"S";"";"T";"N"
"Program name and logo saved";"Tên chương trình và logo đã lưu";"S";"";"T";"N"
"Affiliate signup settings saved";"Thiết lập đăng ký Affiliate đã được lưu";"S";"";"T";"N"
"Banner format successfully saved";"Định dạng banner đã lưu thành công";"S";"";"T";"N"
"Cookies settings saved";"Thiết lập Cookies đã được lưu";"S";"";"T";"N"
"Symbol";"Biểu tượng";"B";"";"T";"N"
"Precision";"Độ chính xác";"B";"";"T";"N"
"Where to display";"Nơi để hiển thị";"B";"";"T";"N"
"Exchange rate";"Tỷ giá ngoại tệ";"S";"";"T";"N"
"Currency";"Tiền tệ";"B";"";"T";"N"
"Fraud protections saved";"Chống gian lận đã lưu";"S";"";"T";"N"
"Logging saved";"Log đã được lưu";"S";"";"T";"N"
"Parameter names saved";"Tên tham số đã được lưu";"S";"";"T";"N"
"Tracking saved";"Lưu vết đã được lưu";"S";"";"T";"N"
"Affiliates successfully paid";"Thanh toán Afflite thành công";"S";"";"T";"N"
"Email";"Email";"B";"";"N";"N"
"VAT";"Thuế GTGT";"S";"";"T";"N"
"To pay";"Thanh toán";"S";"";"T";"N"
"Declined";"Bị Từ Chối";"B";"";"T";"N"
"Minimum payout";"Thanh toán tối thiểu";"S";"";"T";"N"
"Payout data";"Dữ liệu thanh toán";"B";"";"T";"N"
"N/A";"N/A";"S";"";"N";"N"
